Domain,Machine Learning Task,User Story,Paraphrased User Story,original_total_characters,llm_total_characters,diff_total_characters,original_uppercase_characters,llm_uppercase_characters,diff_uppercase_characters,original_lowercase_characters,llm_lowercase_characters,diff_lowercase_characters,original_special_characters,llm_special_characters,diff_special_characters,original_numbers,llm_numbers,diff_numbers,original_blanks,llm_blanks,diff_blanks,original_number_of_words,llm_number_of_words,diff_number_of_words,original_average_length_of_words,llm_average_length_of_words,diff_average_length_of_words,original_number_of_propositions,llm_number_of_propositions,diff_number_of_propositions,original_average_length_of_propositions,llm_average_length_of_propositions,diff_average_length_of_propositions,original_punctuation_characters,llm_punctuation_characters,diff_punctuation_characters,original_lowercase_words,llm_lowercase_words,diff_lowercase_words,original_uppercase_words,llm_uppercase_words,diff_uppercase_words,original_vocabulary_richness,llm_vocabulary_richness,diff_vocabulary_richness,original_number_of_urls,llm_number_of_urls,diff_number_of_urls,original_flesch_kincaid_grade_level,llm_flesch_kincaid_grade_level,diff_flesch_kincaid_grade_level,original_flesch_reading_ease,llm_flesch_reading_ease,diff_flesch_reading_ease,original_dale_chall_readability,llm_dale_chall_readability,diff_dale_chall_readability,original_automated_readability_index,llm_automated_readability_index,diff_automated_readability_index,original_coleman_liau_index,llm_coleman_liau_index,diff_coleman_liau_index,original_gunning_fog,llm_gunning_fog,diff_gunning_fog,original_smog_index,llm_smog_index,diff_smog_index,original_linsear_write_index,llm_linsear_write_index,diff_linsear_write_index
Biology,canonical correlation analysis,"As a cancer biologist, I want to use canonical correlation analysis to understand the relationship between gene expression levels and clinical outcomes in cancer patients, to develop personalized treatment plans and improve patient outcomes.","As a cancer researcher, I aim to leverage Canonical Correlation Analysis (CCA) to investigate the connection between gene expression levels and clinical outcomes in cancer patients. By uncovering these relationships, I hope to create personalized treatment plans tailored to individual patients' needs, ultimately leading to improved patient outcomes.",241,351,-110,2,10,-8,203,286,-83,3,8,-5,0,0,0,33,47,-14,34,48,-14,6.117647058823529,6.333333333333333,-0.215686274509804,1,2,-1,34.0,24.0,10.0,3,8,-5,32,40,-8,1,3,-2,30,42,-12,0,0,0,21.3,17.4,3.900000000000002,3.13,13.28,-10.15,13.22,14.37,-1.1499999999999986,24.4,20.4,4.0,18.29,18.8,-0.5100000000000016,24.19,19.6,4.59,0.0,0.0,0.0,27.0,18.0,9.0
Biology,latent dirichlet allocation,"As a computational biologist, I want to use latent dirichlet allocation to identify common patterns of gene expression across different species and identify the underlying biological mechanisms that drive these patterns.","As a computational biologist, I aim to utilize Latent Dirichlet Allocation (LDA) to uncover recurring patterns of gene expression across distinct species and unveil the underlying biological mechanisms that give rise to these patterns. By doing so, I hope to gain deeper insights into the complex interactions between genetic and environmental factors that underlie organismal diversity.",220,387,-167,2,10,-8,186,316,-130,2,6,-4,0,0,0,30,55,-25,31,56,-25,6.129032258064516,5.928571428571429,0.2004608294930872,1,2,-1,31.0,28.0,3.0,2,6,-4,29,48,-19,1,3,-2,29,49,-20,0,0,0,20.1,18.9,1.2000000000000028,6.17,9.22,-3.0500000000000007,12.31,13.2,-0.8899999999999988,22.9,20.5,2.3999999999999986,18.46,16.77,1.6900000000000013,22.72,21.91,0.8099999999999987,0.0,0.0,0.0,25.5,21.5,4.0
Cardiology,information processing language,"As a cardiologist, I want to use information processing language to develop algorithms for analyzing heart function and disease risk factors from electronic health records, in order to develop more accurate diagnostic and treatment plans for cardiovascular diseases.","As a cardiologist, I want to use natural language processing techniques to analyze electronic health records (EHRs) and develop algorithms for diagnosing and treating cardiovascular diseases. By leveraging EHR data, I aim to improve the accuracy of diagnostic and treatment plans, ultimately leading to better patient outcomes.",266,327,-61,2,10,-8,224,264,-40,3,7,-4,0,0,0,37,46,-9,38,47,-9,6.026315789473684,5.97872340425532,0.0475923852183646,1,2,-1,38.0,23.5,14.5,3,7,-4,36,41,-5,1,3,-2,33,41,-8,0,0,0,21.7,17.2,4.5,7.53,13.78,-6.249999999999999,13.0,13.2,-0.1999999999999993,26.0,18.5,7.5,17.82,16.83,0.990000000000002,25.73,20.46,5.27,0.0,0.0,0.0,30.0,18.25,11.75
Cardiology,maximum a posteriori modeling,"As a cardiologist, I want to use maximum a posteriori modeling to predict the most likely disease outcomes.","As a cardiologist, I want to use maximum a posteriori (MAP) modeling to predict the most likely disease outcomes, so that I can make informed decisions and provide optimal care for my patients.",107,193,-86,2,6,-4,86,150,-64,2,5,-3,0,0,0,17,32,-15,18,33,-15,5.0,4.878787878787879,0.1212121212121211,1,1,0,18.0,33.0,-15.0,2,5,-3,16,29,-13,1,3,-2,16,30,-14,0,0,0,12.7,17.3,-4.600000000000001,36.28,29.52,6.760000000000002,10.67,11.02,-0.3499999999999996,11.1,18.1,-7.000000000000002,10.79,10.75,0.0399999999999991,16.09,20.47,-4.379999999999999,0.0,0.0,0.0,13.0,22.5,-9.5
Information Systems,mention detection,"As an information systems analyst, I want to use mention detection to identify the most frequently mentioned system issues or challenges in a given support ticket or user feedback dataset.",Identify most frequently mentioned system issues or challenges in support tickets or user feedback datasets using mention detection.,188,132,56,2,1,1,155,113,42,2,1,1,0,0,0,29,17,12,30,18,12,5.3,6.388888888888889,-1.0888888888888897,1,1,0,30.0,18.0,12.0,2,1,1,28,17,11,1,0,1,28,17,11,0,0,0,16.2,13.9,2.299999999999999,32.57,27.83,4.740000000000002,13.02,16.81,-3.789999999999999,18.5,17.7,0.8000000000000007,13.65,19.14,-5.49,18.67,13.87,4.8000000000000025,0.0,0.0,0.0,20.0,12.0,8.0
Psychology,computational semantics,"As a psychologist, I want to use computational semantics to analyze patient notes and identify patterns in language use that may indicate mental health issues or other concerns, and use these insights to develop more effective treatment plans.","Use computational semantics to analyze patient notes for patterns in language use indicating mental health issues or concerns, leveraging insights for improved treatment planning.",243,179,64,2,1,1,201,153,48,3,2,1,0,0,0,37,23,14,38,24,14,5.421052631578948,6.5,-1.0789473684210522,1,1,0,38.0,24.0,14.0,3,2,1,36,23,13,1,0,1,33,22,11,0,0,0,19.3,17.4,1.900000000000002,24.45,13.28,11.17,12.59,14.7,-2.1099999999999994,23.1,21.2,1.900000000000002,14.28,20.25,-5.970000000000001,23.62,17.93,5.690000000000001,0.0,0.0,0.0,27.0,17.0,10.0
Cardiology,elbot,"As a cardiologist, I want to use Elbot to analyze large volumes of medical data from different patients and populations, in order to identify patterns and relationships that can inform clinical decision-making and treatment plans for patients with cardiovascular diseases.","As a healthcare professional, I want Elbot to analyze diverse patient data to recognize patterns and connections, guiding evidence-based treatment options for patients with heart conditions.",272,190,82,3,3,0,226,158,68,4,4,0,0,0,0,39,25,14,40,26,14,5.825,6.346153846153846,-0.5211538461538456,1,1,0,40.0,26.0,14.0,4,4,0,37,23,14,1,1,0,35,25,10,0,0,0,23.6,17.0,6.600000000000001,-2.97,19.71,-22.68,12.73,15.25,-2.52,26.0,21.5,4.5,16.55,18.92,-2.370000000000001,25.0,19.63,5.370000000000001,0.0,0.0,0.0,30.0,19.0,11.0
Computer Networks,abstractive summarization,"As a network administrator, I need a tool to automatically summarize network logs and system reports into concise summaries that capture the most important information about network activity, security incidents, and system performance.","Automate summarizing network logs and system reports with concise summaries highlighting key information on network activity, security incidents, and system performance.",235,169,66,2,1,1,197,145,52,4,3,1,0,0,0,32,20,12,33,21,12,6.151515151515151,7.095238095238095,-0.9437229437229436,1,1,0,33.0,21.0,12.0,4,3,1,31,20,11,1,0,1,28,18,10,0,0,0,22.1,19.7,2.400000000000002,-4.33,-9.07,4.74,12.45,15.2,-2.75,24.0,22.5,1.5,18.29,23.03,-4.740000000000002,22.9,23.64,-0.740000000000002,0.0,0.0,0.0,25.5,18.5,7.0
Economics,automatic summarization,"An economist is analyzing reports on macroeconomic indicators. They use an automatic summarization tool to summarize each report, allowing them to quickly identify the most significant trends and changes in the economy.",An economist analyzes macroeconomic reports using an automatic summarization tool to quickly identify significant trends and changes in the economy.,219,148,71,2,1,1,183,127,56,3,1,2,0,0,0,31,19,12,32,20,12,5.875,6.45,-0.5750000000000002,2,1,1,16.0,20.0,-4.0,3,1,2,30,19,11,0,0,0,29,19,10,0,0,0,14.3,18.2,-3.899999999999999,21.4,0.42,20.98,11.34,14.1,-2.76,14.3,18.9,-4.599999999999998,15.95,19.84,-3.890000000000001,20.15,24.0,-3.8500000000000014,0.0,0.0,0.0,13.5,18.0,-4.5
Movies,elbot,"As a movie producer, I want to use Elbot to analyze and optimize movie scripts and production, in order to increase box office revenue and critical acclaim.","As a movie producer, I aim to leverage Elbot's script analysis and optimization capabilities to boost box office revenue and critical acclaim. By feeding my scripts into the AI model, I can gain valuable insights and make data-driven decisions to enhance their entertainment value, marketability, and production feasibility. This will enable me to produce high-quality movies that resonate with audiences and critics alike, thereby maximizing my return on investment.",156,467,-311,3,8,-5,124,380,-256,3,11,-8,0,0,0,26,68,-42,27,69,-42,4.814814814814815,5.782608695652174,-0.967793880837359,1,3,-2,27.0,23.0,4.0,3,11,-8,24,62,-38,1,3,-2,22,60,-38,0,0,0,13.8,14.6,-0.7999999999999989,44.07,31.21,12.86,10.82,12.1,-1.2799999999999994,14.7,17.3,-2.6000000000000014,10.28,15.61,-5.33,18.21,17.32,0.8900000000000006,0.0,15.5,-15.5,18.5,16.166666666666668,2.333333333333332
Psychology,rnn architecture,"As a psychologist, I want to use RNN architecture to analyze patient data over time, so that we can identify trends and patterns in mental health and design better diagnosis and treatment strategies.","As a psychologist, I want to leverage the power of Recurrent Neural Networks (RNNs) to analyze patient data over time, so that we can gain valuable insights into mental health patterns and develop more effective diagnosis and treatment strategies. By applying RNNs to historical data, we can identify trends and correlations that would be difficult or impossible to discern through traditional analysis methods. This will allow us to make more informed decisions and provide better care for our patients.",199,504,-305,5,13,-8,159,405,-246,3,8,-5,0,0,0,32,78,-46,33,79,-46,5.0606060606060606,5.39240506329114,-0.331799002685079,1,3,-2,33.0,26.33333333333333,6.666666666666668,3,8,-5,30,70,-40,2,1,1,30,68,-38,0,0,0,16.2,14.7,1.5,37.98,36.32,1.6599999999999966,11.97,11.14,0.8300000000000001,18.9,17.1,1.7999999999999972,12.14,13.7,-1.5599999999999987,19.26,17.61,1.650000000000002,0.0,15.9,-15.9,21.5,18.166666666666668,3.333333333333332
Medicine,text summarization,"As a medical researcher, I want to summarize medical research and reports to quickly identify relevant information for medical research and treatment.","As a medical researcher, I need an automated summary tool to process large volumes of medical literature and generate condensed, accurate summaries that help me swiftly locate relevant information for research and treatment. The tool should be able to analyze various types of medical reports, including scientific articles, conference proceedings, and clinical trial data, and produce a concise and informative summary of the key findings and implications.",150,457,-307,2,3,-1,125,380,-255,2,8,-6,0,0,0,21,66,-45,22,67,-45,5.863636363636363,5.835820895522388,0.0278154681139755,1,2,-1,22.0,33.5,-11.5,2,8,-6,20,64,-44,1,1,0,17,53,-36,0,0,0,16.6,19.9,-3.299999999999997,15.31,12.09,3.2200000000000006,11.19,13.31,-2.120000000000001,17.2,22.8,-5.600000000000001,16.19,16.49,-0.2999999999999971,17.89,24.15,-6.259999999999998,0.0,0.0,0.0,18.0,27.25,-9.25
Biology,bag of words,"A team is using bag of words models to analyze DNA sequences, aiding in the identification of regulatory regions and the development of new genetic therapies.","A team is utilizing bag of words models to examine DNA sequences, with the aim of identifying regulatory regions and creating novel genetic treatments.",158,151,7,4,4,0,127,122,5,2,2,0,0,0,0,25,23,2,26,24,2,5.115384615384615,5.333333333333333,-0.217948717948718,1,1,0,26.0,24.0,2.0,2,2,0,24,22,2,2,2,0,23,23,0,0,0,0,15.8,15.0,0.8000000000000007,28.17,30.2,-2.0299999999999976,12.82,13.38,-0.5600000000000005,15.7,15.7,0.0,12.25,13.47,-1.2200000000000006,19.63,19.6,0.0299999999999975,0.0,0.0,0.0,19.0,18.0,1.0
Biology,batch learning,"As a machine learning engineer, I want to use batch learning to train deep neural networks that can accurately predict protein folding and improve our understanding of protein structure and function.","As an AI engineer, I aim to utilize batch learning techniques to train deep neural networks for accurate protein folding predictions, advancing our comprehension of protein structure and functionality.",199,201,-2,2,4,-2,165,166,-1,2,3,-1,0,0,0,30,28,2,31,29,2,5.451612903225806,5.965517241379311,-0.5139043381535044,1,1,0,31.0,29.0,2.0,2,3,-1,29,26,3,1,2,-1,27,27,0,0,0,0,15.4,17.0,-1.5999999999999996,40.01,25.12,14.889999999999995,10.27,12.7,-2.43,19.7,21.2,-1.5,14.57,17.3,-2.7300000000000004,14.98,18.5,-3.52,0.0,0.0,0.0,18.5,20.5,-2.0
Biology,bigram,"Researchers are using bigram models to analyze patterns of antibiotic resistance in bacterial populations, facilitating the development of new treatments and interventions.","Researchers utilize bigrams models to uncover patterns of antibiotic resistance in bacterial populations, paving the way for innovative remedies and interventions.",172,163,9,1,1,0,148,140,8,2,2,0,0,0,0,21,20,1,22,21,1,6.863636363636363,6.809523809523809,0.054112554112554,1,1,0,22.0,21.0,1.0,2,2,0,21,20,1,0,0,0,21,21,0,0,0,0,20.1,18.6,1.5,-10.08,-0.61,-9.47,14.78,15.2,-0.4199999999999999,21.9,21.1,0.7999999999999972,21.99,21.64,0.3499999999999978,23.35,21.73,1.620000000000001,0.0,0.0,0.0,19.0,17.5,1.5
Linguistics,svm classifier,"As a linguist, I want to use SVM classifier to classify linguistic data such as speech, text, and syntax, into different categories such as language families, dialects, and grammatical categories, based on various linguistic features such as phonetics, morphology, and syntax, so that I can analyze linguistic patterns and inform language education and policy decisions.","As a linguist, I want to leverage the power of Support Vector Machines (SVM) classifier to analyze and categorize linguistic data, including speech, text, and syntax, based on distinct features such as phonetics, morphology, and syntax. This will allow me to identify patterns and trends in language use, which can inform language education and policy decisions.",370,362,8,6,9,-3,299,286,13,11,12,-1,0,0,0,54,55,-1,55,56,-1,5.745454545454545,5.482142857142857,0.2633116883116884,1,2,-1,55.0,28.0,27.0,11,12,-1,51,49,2,3,2,1,40,48,-8,0,0,0,28.3,16.6,11.7,-9.74,26.14,-35.88,12.97,12.36,0.6100000000000012,33.2,18.4,14.800000000000004,15.8,13.58,2.2200000000000006,31.45,19.06,12.39,0.0,0.0,0.0,44.5,19.5,25.0
Literature,logical and relational learning,"As a literary scholar, I want to use logical and relational learning to analyze and predict patterns in literary works, such as identifying which themes or motifs are most prevalent in certain genres or predicting how changes in literary style will affect readership and reception, allowing for a better understanding of the evolution of literature and its influence on culture.","As a literary scholar, I aim to employ logical and relational learning techniques to scrutinize and forecast patterns in literary works, such as identifying which themes or motifs are most common in specific genres or predicting how alterations in literary style will impact reader engagement and reception. This enables me to gain a deeper comprehension of the development of literature and its cultural influence.",378,415,-37,2,3,-1,313,345,-32,4,4,0,0,0,0,59,63,-4,60,64,-4,5.316666666666666,5.5,-0.1833333333333335,1,2,-1,60.0,32.0,28.0,4,4,0,58,61,-3,1,1,0,48,51,-3,0,0,0,29.1,18.1,11.0,-6.35,22.08,-28.43,13.45,12.63,0.8199999999999985,33.6,20.5,13.1,14.06,14.86,-0.7999999999999989,32.67,22.18,10.490000000000002,0.0,0.0,0.0,45.0,24.5,20.5
News,tensorflow,"As a news analyst, I want to use TensorFlow to build machine learning models that can accurately predict news trends, including topic popularity and reader engagement, based on data from news articles, social media platforms, and other sources, so that I can develop more effective news coverage strategies and improve reader engagement.","As a news analyst, I want to leverage TensorFlow's machine learning capabilities to create models that predict news trends with accuracy, using data from various sources such as news articles and social media platforms. This will enable me to develop more effective news coverage strategies and enhance reader engagement.",337,321,16,5,5,0,274,263,11,7,5,2,0,0,0,51,48,3,52,49,3,5.5,5.571428571428571,-0.0714285714285711,1,2,-1,52.0,24.5,27.5,7,5,2,48,45,3,2,1,1,42,42,0,0,0,0,25.9,15.2,10.7,1.78,29.69,-27.91,12.9,12.91,-0.0099999999999997,30.5,17.1,13.4,14.75,14.74,0.0099999999999997,28.49,17.96,10.529999999999998,0.0,0.0,0.0,37.0,17.25,19.75
